,Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
457,4090,Hoodie,88.0,2022-12-08,2.0,Cash
458,4074,Skirt,25.0,2022-10-05,3.6,Credit Card
459,4094,Belt,199.0,2023-07-04,1.8,Credit Card
460,3995,Romper,110.0,2022-10-15,1.5,Cash
461,4105,Jeans,170.0,2023-03-28,3.25,Cash
462,4016,Coat,179.0,2023-07-17,1.7,Credit Card
463,3975,Leggings,110.0,2023-07-04,2.3,Credit Card
464,3966,Pajamas,151.0,2023-08-28,1.8,Credit Card
465,3993,Jumpsuit,110.0,2023-01-28,1.7,Credit Card
466,4082,Sneakers,110.0,2022-12-03,3.8,Credit Card
467,3961,Gloves,162.0,2022-12-05,3.0,Credit Card
468,4077,Camisole,18.0,2023-02-16,2.4,Cash
469,4115,Sandals,190.0,2023-02-17,2.8,Cash
470,3968,Wallet,126.0,2022-11-17,4.3,Credit Card
471,4019,Onesie,110.0,2022-12-23,3.1,Credit Card
472,3990,Wallet,77.0,2023-07-25,2.5,Credit Card
473,3960,Shorts,170.0,2022-10-31,1.8,Cash
474,4001,Wallet,60.0,2023-05-17,2.4,Cash
475,4118,Blouse,149.0,2023-03-21,4.2,Cash
476,3969,Polo Shirt,48.0,2023-08-04,3.8,Cash
477,4035,Handbag,46.0,2023-04-21,4.3,Credit Card
478,3981,Camisole,110.0,2023-03-11,1.4,Credit Card
479,4073,Kimono,110.0,2023-08-11,2.0,Credit Card
480,4113,Hoodie,155.0,2023-08-05,1.1,Credit Card
481,4000,Tank Top,122.0,2023-08-12,3.6,Cash
482,4108,Trousers,110.0,2022-12-09,1.6,Cash
483,3973,Gloves,189.0,2022-10-30,2.5,Credit Card
484,3984,Sunglasses,79.0,2022-12-01,3.4,Cash
485,3986,Jumpsuit,136.0,2022-12-14,3.3,Cash
486,4084,Loafers,163.0,2023-02-03,3.5,Credit Card
487,4109,Jacket,110.0,2023-06-13,1.0,Credit Card
488,4114,Backpack,92.0,2023-04-25,2.3,Credit Card
489,4013,Trousers,16.0,2023-01-11,1.4,Credit Card
490,3973,Pajamas,110.0,2022-11-09,2.2,Credit Card
491,4008,Romper,157.0,2023-06-05,1.7,Credit Card
492,4066,Poncho,15.0,2023-05-25,3.0,Cash
493,4043,Poncho,182.0,2023-03-09,2.8,Cash
494,4059,Camisole,157.0,2023-07-30,2.7,Cash
495,4040,Pajamas,110.0,2023-04-10,4.3,Credit Card
496,3987,Backpack,130.0,2023-02-21,2.5,Credit Card
497,4104,Backpack,123.0,2022-12-22,3.7,Credit Card
498,4096,Sun Hat,56.0,2022-11-04,4.9,Cash
499,3992,Belt,121.0,2022-10-09,4.1,Credit Card
500,4039,Gloves,135.0,2023-04-16,3.0,Credit Card
501,4011,Gloves,130.0,2023-01-03,4.1,Cash
502,3968,Sandals,95.0,2023-08-02,2.6,Credit Card
503,4108,Shorts,36.0,2023-02-16,2.8,Cash
504,4001,Cardigan,94.0,2023-08-26,4.7,Credit Card
505,4042,Hoodie,136.0,2022-11-18,4.9,Credit Card
506,3973,Shorts,112.0,2023-07-18,1.8,Cash
507,3987,Hoodie,150.0,2023-01-14,4.0,Cash
508,4027,Trousers,110.0,2023-05-19,2.3,Cash
509,3993,Poncho,110.0,2023-03-26,4.9,Cash
510,4063,Slippers,39.0,2023-08-16,4.1,Credit Card
511,4000,Socks,113.0,2022-11-21,2.8,Cash
512,4051,Poncho,10.0,2023-07-29,1.0,Cash
513,4098,Shorts,148.0,2022-12-08,4.5,Credit Card
514,3999,Sunglasses,23.0,2023-01-02,1.3,Cash
515,4069,Swimsuit,110.0,2023-04-22,1.8,Credit Card
516,4019,Blouse,137.0,2023-05-18,3.0,Cash
517,4105,Leggings,23.0,2022-11-09,3.7,Credit Card
518,3967,Pajamas,150.0,2023-09-26,2.5,Credit Card
519,3991,Sunglasses,110.0,2023-01-27,2.4,Cash
520,3982,Poncho,188.0,2022-11-22,3.7,Credit Card
521,4118,T-shirt,17.0,2023-06-05,4.7,Cash
522,4113,Blazer,165.0,2023-04-10,4.3,Cash
523,4053,Sweater,191.0,2023-01-28,4.1,Credit Card
524,3997,Slippers,110.0,2023-04-25,3.3499999999999996,Credit Card
525,3961,Polo Shirt,151.0,2022-12-06,4.1,Credit Card
526,4081,Socks,67.0,2023-05-06,4.1,Credit Card
527,3977,Pajamas,39.0,2023-02-19,4.3,Credit Card
528,3958,Belt,40.0,2023-06-01,2.7,Cash
529,3958,Leggings,49.0,2023-03-14,1.3,Cash
530,4002,Jumpsuit,193.0,2022-12-18,4.0,Credit Card
531,3979,Swimsuit,190.0,2023-09-08,1.9,Cash
532,4108,Umbrella,133.0,2023-06-19,4.1,Credit Card
533,4029,Blouse,72.0,2023-08-20,2.4,Credit Card
534,4063,Flannel Shirt,47.0,2023-04-24,3.4,Credit Card
535,4078,Wallet,163.0,2023-02-07,4.7,Credit Card
536,3989,Loafers,44.0,2023-04-16,1.6,Cash
537,4009,Slippers,80.0,2022-11-23,1.8,Cash
538,3993,Gloves,116.0,2022-12-13,2.4,Credit Card
539,4120,Skirt,139.0,2023-09-26,2.7,Credit Card
540,4026,Vest,10.0,2022-10-15,2.5,Credit Card
541,4090,T-shirt,86.0,2023-08-15,1.1,Cash
542,4072,Polo Shirt,158.0,2023-05-07,2.7,Credit Card
543,4062,Overalls,135.0,2022-12-02,3.7,Cash
544,4018,Leggings,124.0,2023-05-19,2.9,Credit Card
545,4001,Pants,98.0,2023-01-27,3.1,Credit Card
546,4113,Cardigan,149.0,2022-10-15,1.4,Cash
547,3966,Gloves,92.0,2022-10-04,4.2,Credit Card
548,4109,Kimono,188.0,2023-07-21,2.95,Credit Card
549,4003,Umbrella,108.0,2023-08-01,3.3,Cash
550,4084,Overalls,115.0,2022-12-22,2.8,Credit Card
551,4113,Pants,110.0,2023-09-04,4.8,Cash
552,3979,Loafers,190.0,2023-07-01,4.1,Cash
553,4117,Cardigan,107.0,2023-02-16,2.0,Credit Card
554,4034,Pants,179.0,2023-03-12,3.4,Cash
555,4046,Poncho,176.0,2022-12-11,2.8,Cash
556,4064,Wallet,136.0,2023-02-17,2.9,Credit Card
557,3958,Tank Top,42.0,2022-11-02,3.1,Credit Card
558,4099,Dress,161.0,2023-01-07,4.1,Cash
559,4017,Loafers,35.0,2022-12-26,3.1,Cash
560,4006,Leggings,122.0,2023-09-28,3.7,Credit Card
561,3987,Blazer,110.0,2022-11-25,2.3,Credit Card
562,4092,Trench Coat,13.0,2022-11-03,3.4,Credit Card
563,3981,Tank Top,114.0,2023-04-01,4.3,Cash
564,4115,Shorts,49.0,2023-09-20,2.8,Cash
565,4049,Sneakers,110.0,2023-01-27,2.9,Credit Card
566,4095,Romper,77.0,2023-03-20,1.5,Credit Card
567,4086,Sunglasses,187.0,2023-04-01,2.5,Cash
568,4013,Onesie,30.0,2022-10-07,3.7,Cash
569,4075,Handbag,182.0,2023-03-13,2.3,Credit Card
570,4117,Scarf,107.0,2022-11-19,4.3,Credit Card
571,4010,Kimono,170.0,2023-02-17,1.7,Cash
572,4027,Cardigan,134.0,2023-01-17,1.1,Cash
573,3970,Romper,19.0,2022-12-12,3.5,Cash
574,4006,Pajamas,70.0,2022-11-22,2.4,Cash
575,3985,Sweater,83.0,2023-07-26,3.1500000000000004,Credit Card
576,3995,Trousers,33.0,2023-08-25,2.0,Credit Card
577,4078,Pants,35.0,2022-11-24,3.1,Cash
578,4084,Romper,190.0,2023-03-04,3.4,Cash
579,4002,Scarf,123.0,2023-01-31,3.5,Credit Card
580,3997,Camisole,110.0,2023-09-08,2.1,Credit Card
581,3968,Gloves,17.0,2022-10-27,3.8,Credit Card
582,3970,Tank Top,110.0,2023-06-23,4.3,Cash
583,4122,Poncho,85.0,2023-05-16,3.9,Cash
584,4050,Sweater,120.0,2023-06-07,2.8,Cash
585,4029,Jumpsuit,110.0,2023-07-31,3.3,Credit Card
586,4010,Hat,154.0,2023-05-26,1.6,Credit Card
587,4068,Kimono,56.0,2023-08-24,3.6,Credit Card
588,4021,Camisole,110.0,2022-12-12,2.5,Cash
589,4042,Vest,110.0,2023-02-12,1.3,Cash
590,4114,Blazer,168.0,2023-05-28,4.0,Cash
591,4073,Wallet,137.0,2023-08-07,1.1,Cash
592,3968,Coat,46.0,2022-12-05,2.0,Credit Card
593,3983,Jeans,173.0,2023-04-11,4.5,Cash
594,3970,Sun Hat,75.0,2023-09-21,2.7,Cash
595,4094,Vest,129.0,2023-02-07,1.8,Credit Card
596,4002,Trousers,183.0,2022-12-08,2.2,Credit Card
597,3997,Belt,28.0,2022-12-19,4.4,Credit Card
598,3964,Umbrella,98.0,2022-11-18,4.2,Cash
599,4081,Onesie,86.0,2023-06-15,2.9,Credit Card
600,4088,Raincoat,118.0,2023-07-08,2.7,Credit Card
601,3986,Tunic,126.0,2023-01-30,4.1,Cash
602,3975,Vest,60.0,2023-09-29,3.7,Credit Card
603,4017,Vest,133.0,2023-02-09,4.6,Cash
604,4070,Jacket,110.0,2023-08-19,2.1,Cash
605,4108,Flannel Shirt,101.0,2023-09-12,1.1,Cash
606,4105,Camisole,189.0,2023-03-15,1.5,Credit Card
607,4040,Cardigan,178.0,2023-09-25,3.4,Cash
608,4064,Cardigan,12.0,2023-07-05,2.3,Credit Card
609,4007,Tank Top,185.0,2022-11-27,1.1,Cash
610,4040,Socks,22.0,2023-07-31,1.3,Credit Card
611,4015,Tank Top,200.0,2023-01-02,3.8,Cash
612,3985,Sun Hat,83.0,2022-10-05,3.4,Cash
613,4040,Vest,68.0,2023-03-05,2.3,Credit Card
614,4015,Skirt,100.0,2023-07-06,4.7,Credit Card
615,3982,Blouse,58.0,2023-06-06,3.0,Credit Card
616,4017,Leggings,183.0,2023-06-11,2.4,Credit Card
617,4062,Tunic,178.0,2022-10-23,2.8,Credit Card
618,4008,Slippers,45.0,2023-05-10,1.8,Credit Card
619,4053,Sweater,170.0,2023-06-11,3.7,Cash
620,4013,Romper,89.0,2023-08-22,1.1,Cash
621,3975,Blazer,18.0,2023-04-15,4.9,Credit Card
622,4077,Overalls,197.0,2023-07-23,3.2,Credit Card
623,4106,Backpack,110.0,2023-01-11,1.8,Credit Card
624,4081,Coat,93.0,2023-01-16,2.5,Credit Card
625,3970,Sunglasses,54.0,2023-01-30,2.3,Credit Card
626,4068,Blouse,148.0,2022-12-28,1.1,Cash
627,3994,Bowtie,103.0,2023-07-30,1.7,Credit Card
628,4012,Tank Top,79.0,2023-07-30,2.7,Cash
629,4113,Onesie,75.0,2023-07-14,1.1,Credit Card
630,4073,Cardigan,133.0,2023-05-10,3.2,Credit Card
631,4002,Pants,85.0,2023-04-01,1.9,Cash
632,4056,Scarf,96.0,2022-11-19,1.5,Cash
633,4052,Scarf,129.0,2023-04-03,4.4,Credit Card
634,3991,Poncho,46.0,2023-08-14,3.0,Credit Card
635,4074,Socks,67.0,2022-10-31,5.0,Credit Card
636,4006,Poncho,195.0,2022-12-25,1.7,Credit Card
637,4118,Backpack,111.0,2023-03-25,4.1,Credit Card
638,4048,T-shirt,152.0,2023-05-29,2.6,Cash
639,4026,Swimsuit,111.0,2023-07-06,4.0,Cash
640,4008,Camisole,110.0,2023-09-07,3.4,Cash
641,4042,Sunglasses,126.0,2023-02-27,2.5,Credit Card
642,3989,Skirt,182.0,2023-05-11,4.5,Credit Card
643,3965,Umbrella,107.0,2023-02-19,4.0,Credit Card
644,4102,Pants,105.0,2022-10-31,3.1,Cash
645,3972,Pajamas,110.0,2023-06-25,4.4,Cash
646,4028,Belt,16.0,2023-03-21,2.9,Cash
647,3991,Umbrella,153.0,2023-08-23,2.8,Cash
648,3985,Coat,166.0,2023-06-16,1.7,Cash
649,4076,Sweater,26.0,2023-04-03,3.1,Cash
650,4074,Skirt,128.0,2023-06-28,2.9,Credit Card
651,4064,Raincoat,87.0,2023-06-30,4.6,Credit Card
652,4000,Onesie,39.0,2023-01-08,3.6,Credit Card
653,4044,Hat,110.0,2023-07-06,2.6,Cash
654,4013,Sweater,87.0,2022-12-28,3.5,Cash
655,4032,Shorts,39.0,2023-03-15,3.5,Credit Card
656,4111,Trench Coat,110.0,2023-09-25,3.4,Cash
657,3997,Backpack,44.0,2023-05-13,4.8,Credit Card
658,4120,Trousers,104.0,2023-09-30,2.0,Credit Card
659,4113,Slippers,200.0,2023-06-03,2.9,Credit Card
660,4000,Belt,148.0,2022-12-10,3.1,Cash
661,4104,Pants,200.0,2023-04-27,4.0,Credit Card
662,4098,Handbag,116.0,2022-12-29,3.6,Credit Card
663,4015,Camisole,135.0,2022-10-11,4.5,Credit Card
664,3979,Vest,81.0,2023-06-19,1.6,Cash
665,4062,Boots,110.0,2023-02-15,4.5,Cash
666,4090,Dress,123.0,2023-04-23,4.7,Cash
667,4082,Shorts,70.0,2023-06-05,2.3,Credit Card
668,4012,Boots,35.0,2022-12-05,4.6,Credit Card
669,4108,Vest,104.0,2023-09-04,2.8,Cash
670,4078,Kimono,175.0,2023-07-28,3.4,Cash
671,4075,Blazer,111.0,2022-12-27,4.2,Cash
672,4028,Tank Top,41.0,2023-04-05,3.0,Credit Card
673,3960,Loafers,126.0,2023-03-07,3.4,Credit Card
674,4066,Hat,110.0,2023-01-20,4.7,Credit Card
675,4020,Backpack,173.0,2023-08-24,2.8,Cash
676,4020,Poncho,15.0,2023-03-14,1.0,Credit Card
677,4040,Pajamas,110.0,2023-04-11,2.6,Credit Card
678,4068,Jumpsuit,42.0,2022-11-12,4.5,Cash
679,4105,Tank Top,62.0,2023-07-28,4.4,Credit Card
680,4013,Wallet,110.0,2023-04-20,3.3,Credit Card
681,4108,Wallet,63.0,2022-12-27,2.0,Credit Card
682,3995,Hoodie,69.0,2023-07-13,1.5,Credit Card
683,4103,Jumpsuit,47.0,2022-12-22,3.6,Credit Card
684,3958,Overalls,162.0,2022-12-29,1.1,Cash
685,4063,Backpack,110.0,2023-01-03,3.9,Credit Card
686,3968,Pajamas,47.0,2023-03-30,2.6,Credit Card
687,3967,Sneakers,148.0,2022-10-06,4.1,Credit Card
688,4077,Handbag,54.0,2022-11-25,3.9,Credit Card
689,4086,Backpack,110.0,2023-07-02,3.6,Cash
690,3965,Bowtie,43.0,2023-01-03,1.5,Credit Card
691,4065,Swimsuit,110.0,2023-03-31,2.0,Cash
692,4092,T-shirt,70.0,2023-09-06,4.0,Credit Card
693,4057,Shorts,14.0,2023-08-23,1.7,Cash
694,4079,Shorts,110.0,2023-04-27,2.4,Credit Card
695,3982,Hoodie,110.0,2022-12-27,4.2,Cash
696,4072,Shorts,144.0,2023-03-04,1.4,Credit Card
697,4083,Kimono,110.0,2023-05-18,1.3,Credit Card
698,4018,Backpack,110.0,2022-12-29,3.0,Cash
699,3978,Wallet,102.0,2023-07-11,2.0,Credit Card
700,4099,Trench Coat,37.0,2023-04-30,2.8,Cash
701,3960,Gloves,66.0,2023-01-06,3.8,Cash
702,4061,Jeans,21.0,2023-07-30,3.4,Credit Card
703,4012,Slippers,178.0,2023-02-07,1.6,Cash
704,3990,Sunglasses,127.0,2023-01-02,1.9,Cash
705,4048,Sunglasses,17.0,2023-08-28,2.5,Cash
706,4032,Onesie,110.0,2022-10-08,4.8,Credit Card
707,4018,Sneakers,112.0,2022-11-17,3.5,Credit Card
708,4122,Tank Top,37.0,2022-12-27,2.8,Cash
709,3980,Poncho,123.0,2022-12-24,4.0,Credit Card
710,3961,Skirt,110.0,2023-02-04,1.6,Credit Card
711,4079,Slippers,110.0,2023-02-19,2.5,Cash
712,4035,Hat,26.0,2022-11-15,1.1,Credit Card
713,3998,Pajamas,110.0,2023-02-26,2.2,Cash
714,4074,Onesie,159.0,2023-07-20,2.0,Credit Card
715,4103,Backpack,93.0,2023-07-22,4.0,Credit Card
716,4106,Tank Top,162.0,2022-12-30,2.6,Cash
717,3963,Belt,126.0,2023-08-02,1.7,Credit Card
718,4073,Blazer,120.0,2022-10-07,1.6,Cash
719,4075,Sunglasses,110.0,2022-10-08,2.3,Credit Card
720,3992,Blouse,177.0,2023-08-08,4.5,Cash
721,4060,Skirt,151.0,2023-09-26,1.7,Cash
722,4004,Leggings,65.0,2023-09-02,1.7,Cash
723,4051,Jacket,68.0,2023-05-03,1.1,Credit Card
724,4117,Romper,126.0,2023-04-21,2.4,Credit Card
725,4075,Polo Shirt,196.0,2022-12-28,1.9,Credit Card
726,4119,Hat,110.0,2023-09-22,4.1,Credit Card
727,3957,Vest,180.0,2023-05-17,3.6,Cash
728,4117,Tank Top,49.0,2022-10-22,2.8,Credit Card
729,3975,Jeans,131.0,2022-12-09,4.6,Credit Card
730,4055,Vest,110.0,2023-04-29,4.4,Credit Card
731,4042,Sun Hat,33.0,2023-04-24,3.1,Credit Card
732,4092,Polo Shirt,200.0,2022-10-02,1.8,Credit Card
733,3965,Flannel Shirt,43.0,2023-02-13,2.6,Cash
734,4032,Kimono,160.0,2023-03-26,2.95,Credit Card
735,4066,Jacket,153.0,2022-10-28,1.3,Credit Card
736,4026,Flannel Shirt,41.0,2023-07-26,3.1,Credit Card
737,4113,Slippers,180.0,2023-04-04,4.5,Credit Card
738,4095,Polo Shirt,118.0,2023-05-10,1.2,Credit Card
739,4104,Romper,194.0,2023-01-09,2.0,Cash
740,4010,Backpack,110.0,2023-01-04,4.0,Credit Card
741,3977,Shorts,89.0,2022-11-05,3.6,Cash
742,4115,Tunic,157.0,2023-06-03,3.8,Cash
743,4042,Tunic,49.0,2023-02-24,1.2,Cash
744,3971,Scarf,67.0,2023-08-29,3.2,Cash
745,4088,Wallet,99.0,2022-10-22,3.3,Credit Card
746,4050,Shorts,104.0,2022-10-11,4.3,Credit Card
747,3970,Hat,110.0,2023-01-28,2.6,Credit Card
748,3985,Loafers,67.0,2023-08-12,3.1,Credit Card
749,4055,Tank Top,153.0,2022-11-09,3.2,Cash
750,4050,Hat,169.0,2022-10-27,3.3,Cash
751,4076,T-shirt,174.0,2022-11-14,2.9,Credit Card
752,4115,Sun Hat,165.0,2023-07-23,4.1,Credit Card
753,3967,Bowtie,187.0,2023-01-22,3.5,Credit Card
754,4050,Leggings,56.0,2023-02-04,1.5,Credit Card
755,4050,Shorts,89.0,2023-04-09,2.8,Credit Card
756,4001,Dress,99.0,2023-01-12,3.2,Credit Card
757,4122,Blouse,110.0,2023-07-04,2.9,Credit Card
758,4100,Sunglasses,154.0,2023-08-15,3.3,Credit Card
759,3974,Scarf,27.0,2022-12-31,1.4,Cash
760,4100,Backpack,110.0,2022-12-09,4.1,Credit Card
761,4009,Coat,17.0,2022-12-23,4.2,Credit Card
762,3992,Hoodie,110.0,2023-03-03,2.8,Credit Card
763,4042,Sun Hat,106.0,2023-05-27,3.8,Credit Card
764,4018,Sandals,97.0,2022-11-18,3.4,Cash
765,4095,Tunic,110.0,2022-11-15,1.7,Cash
766,3986,Dress,93.0,2023-08-01,3.1,Cash
767,4079,Hoodie,155.0,2023-01-23,2.2,Credit Card
768,4105,Shorts,23.0,2023-04-15,2.0,Credit Card
769,4010,Trench Coat,110.0,2022-10-04,3.2,Credit Card
770,4014,Blazer,22.0,2023-09-22,2.8,Cash
771,4039,Swimsuit,79.0,2022-10-25,4.8,Credit Card
772,4047,Polo Shirt,118.0,2023-05-04,2.3,Credit Card
773,4025,Coat,123.0,2022-10-12,2.9,Credit Card
774,4085,Belt,65.0,2023-06-29,1.3,Credit Card
775,4065,Wallet,39.0,2022-12-14,2.2,Cash
776,4027,T-shirt,38.0,2023-05-26,2.8,Cash
777,3970,Boots,183.0,2023-06-07,3.2,Credit Card
778,3973,Blazer,144.0,2023-09-04,4.1,Cash
779,4052,Dress,21.0,2022-10-21,1.9,Cash
780,4045,Flannel Shirt,163.0,2023-03-15,2.3,Cash
781,4072,Cardigan,110.0,2023-04-24,1.4,Credit Card
782,4081,Wallet,64.0,2023-02-22,3.4,Credit Card
783,4085,Polo Shirt,75.0,2023-04-24,1.6,Credit Card
784,4091,Bowtie,40.0,2022-11-27,4.1,Cash
785,3988,Blouse,110.0,2023-09-17,4.4,Credit Card
786,4077,Sunglasses,54.0,2023-05-04,1.6,Cash
787,4093,Kimono,110.0,2022-10-30,4.9,Cash
788,4093,Tank Top,68.0,2023-06-01,4.2,Cash
789,4031,Leggings,181.0,2023-05-13,2.1,Cash
790,4072,Flannel Shirt,28.0,2022-12-07,2.9,Cash
791,4115,Raincoat,199.0,2023-04-20,2.2,Credit Card
792,4051,Loafers,110.0,2023-02-23,2.3,Credit Card
793,3973,Polo Shirt,110.0,2023-01-21,4.0,Credit Card
794,4005,Trench Coat,90.0,2023-09-29,2.7,Credit Card
795,4074,Scarf,156.0,2023-06-28,2.7,Credit Card
796,3979,Tank Top,173.0,2023-04-01,2.6,Credit Card
797,3977,Skirt,39.0,2022-10-07,2.4,Credit Card
798,4057,Wallet,93.0,2022-10-09,4.9,Cash
799,4002,Dress,110.0,2023-07-22,1.1,Credit Card
800,4030,Boots,127.0,2023-03-17,1.8,Cash
801,3976,Dress,102.0,2023-01-26,2.2,Cash
802,3984,Socks,110.0,2023-05-27,2.3,Cash
803,3999,Pants,72.0,2022-12-29,2.3,Credit Card
804,4027,Blazer,112.0,2023-01-12,1.8,Credit Card
805,3985,Scarf,111.0,2023-02-17,3.0,Credit Card
806,3994,Blouse,200.0,2023-05-06,1.4,Credit Card
807,4084,Loafers,95.0,2022-11-17,2.3,Credit Card
808,3995,Sun Hat,29.0,2023-05-17,3.9,Cash
809,4009,Scarf,39.0,2023-05-07,4.9,Credit Card
810,4090,Slippers,59.0,2023-09-04,3.3499999999999996,Cash
811,4117,Raincoat,99.0,2022-12-16,3.8,Credit Card
812,3962,Sneakers,175.0,2023-01-24,2.9,Cash
813,4032,Blouse,70.0,2023-09-11,3.4,Cash
814,4063,Camisole,110.0,2022-11-27,1.4,Credit Card
815,4095,Flip-Flops,54.0,2023-01-15,2.1,Credit Card
816,3990,Belt,177.0,2023-01-11,4.7,Credit Card
817,4078,Jacket,110.0,2023-04-30,1.5,Credit Card
818,4045,Sun Hat,170.0,2022-11-29,2.3,Credit Card
819,4064,Sandals,154.0,2022-10-08,2.7,Cash
820,4070,Sandals,124.0,2023-08-27,1.6,Cash
821,4122,Pajamas,154.0,2023-08-14,1.8,Credit Card
822,3962,Backpack,169.0,2023-02-11,3.0,Credit Card
823,4031,Coat,170.0,2023-02-23,3.3,Cash
824,4005,Vest,122.0,2023-10-01,2.0,Cash
825,3973,Overalls,110.0,2022-11-18,2.2,Cash
826,3962,Hoodie,87.0,2023-05-12,2.9,Cash
827,4016,Sandals,161.0,2023-03-04,1.3,Cash
828,4090,Umbrella,110.0,2022-12-11,3.8,Cash
829,4122,Belt,89.0,2023-01-12,4.4,Credit Card
830,4042,Tank Top,19.0,2022-11-21,2.8,Cash
831,4062,Pants,110.0,2023-04-19,1.7,Credit Card
832,4105,Polo Shirt,29.0,2023-03-29,2.8,Cash
833,4044,Scarf,33.0,2023-02-20,3.7,Credit Card
834,4122,Jacket,139.0,2023-02-26,2.0,Credit Card
835,4040,Handbag,158.0,2022-11-30,1.1,Cash
836,4081,Camisole,199.0,2023-01-10,2.6,Cash
837,4108,Sneakers,125.0,2023-05-25,2.9,Cash
838,4092,Handbag,156.0,2023-01-01,3.2,Credit Card
839,4097,Tank Top,92.0,2023-05-27,4.7,Cash
840,4070,Backpack,138.0,2023-05-30,1.1,Cash
841,4074,Socks,110.0,2023-09-04,1.1,Cash
842,4034,Romper,110.0,2023-04-18,4.2,Cash
843,4102,Swimsuit,110.0,2023-06-26,3.0,Credit Card
844,3990,Sunglasses,97.0,2023-04-05,3.5,Cash
845,4035,Wallet,31.0,2023-06-03,3.3,Cash
846,4000,Backpack,54.0,2023-05-05,4.1,Cash
847,4023,Trench Coat,110.0,2022-10-18,4.2,Credit Card
848,4015,Loafers,122.0,2023-05-06,1.4,Cash
849,4080,Coat,166.0,2023-09-21,3.4,Credit Card
850,4052,Tie,110.0,2023-01-16,4.0,Credit Card
851,4030,Pants,82.0,2023-02-07,2.7,Cash
852,3969,Leggings,96.0,2023-08-07,2.8,Cash
853,3994,Belt,23.0,2023-02-28,4.0,Credit Card
854,4047,Pajamas,175.0,2023-01-02,1.3,Cash
855,4029,Jeans,94.0,2023-08-17,2.4,Cash
856,4073,Loafers,110.0,2022-10-25,3.8,Credit Card
857,3999,Boots,82.0,2023-02-21,2.7,Cash
858,4115,Jacket,178.0,2023-05-09,2.3,Credit Card
859,3998,Sneakers,164.0,2022-11-06,1.0,Credit Card
860,4094,Shorts,95.0,2023-06-01,1.1,Credit Card
861,4030,Polo Shirt,110.0,2023-03-18,2.7,Cash
862,4003,Shorts,99.0,2023-03-25,1.9,Credit Card
863,4001,Umbrella,177.0,2022-11-22,2.3,Cash
864,3996,Sun Hat,110.0,2023-06-20,3.7,Credit Card
865,3998,Tie,110.0,2023-07-10,3.3,Credit Card
866,4017,Jacket,31.0,2023-05-15,4.5,Cash
867,3986,Trousers,106.0,2022-10-12,1.6,Credit Card
868,3967,Handbag,94.0,2022-11-15,1.8,Cash
869,4038,Hoodie,181.0,2023-06-12,1.1,Credit Card
870,4104,Swimsuit,199.0,2023-08-15,4.4,Cash
871,3989,Trousers,144.0,2023-08-13,3.2,Credit Card
872,4069,Jumpsuit,110.0,2023-07-18,2.3,Cash
873,4023,Sneakers,140.0,2023-01-06,1.9,Cash
874,4051,Pants,102.0,2022-12-29,2.2,Cash
875,4004,Gloves,64.0,2023-03-04,2.1,Credit Card
876,4009,Sneakers,134.0,2023-09-24,1.9,Credit Card
877,4100,T-shirt,110.0,2023-01-03,1.5,Credit Card
878,3965,Skirt,49.0,2022-10-23,2.8,Cash
879,4038,Pajamas,110.0,2022-12-27,2.5,Credit Card
880,4045,Gloves,35.0,2023-02-25,4.0,Cash
881,3994,Pajamas,148.0,2023-07-15,2.5,Credit Card
882,4052,Skirt,144.0,2023-01-22,2.6,Credit Card
883,4071,Shorts,110.0,2023-05-17,2.5,Cash
884,4095,Hat,168.0,2023-03-08,1.4,Credit Card
885,3998,Flannel Shirt,110.0,2023-02-15,4.7,Cash
886,4093,Camisole,51.0,2023-02-15,1.5,Cash
887,4034,Blazer,110.0,2022-11-10,1.5,Credit Card
888,3988,Slippers,169.0,2023-06-13,3.4,Credit Card
889,3963,Kimono,52.0,2022-12-27,2.3,Cash
890,4060,Skirt,21.0,2023-01-22,4.9,Credit Card
891,4084,Flannel Shirt,183.0,2023-02-16,2.4,Credit Card
892,3994,Raincoat,123.0,2023-03-27,1.4,Cash
893,4074,Tank Top,124.0,2023-05-09,1.0,Cash
894,4038,Sunglasses,71.0,2023-03-22,2.6,Credit Card
895,3996,Cardigan,130.0,2023-01-10,2.4,Cash
896,3958,Sun Hat,59.0,2023-06-15,4.3,Credit Card
897,4096,Sneakers,156.0,2023-04-19,4.4,Cash
898,4086,Loafers,128.0,2023-07-22,5.0,Credit Card
899,4041,Skirt,107.0,2023-02-09,3.3,Credit Card
900,4122,Sweater,117.0,2023-05-19,2.6,Credit Card
901,4032,Coat,61.0,2023-07-20,4.8,Cash
902,4078,Leggings,45.0,2022-10-07,3.6,Credit Card
903,4031,Tunic,23.0,2022-12-25,1.6,Credit Card
904,4103,Pajamas,105.0,2023-04-03,3.3,Credit Card
905,3994,Hat,36.0,2023-03-01,1.6,Credit Card
906,4101,Raincoat,142.0,2023-07-03,4.0,Credit Card
907,4070,Poncho,82.0,2023-04-09,3.0,Cash
908,4043,Umbrella,110.0,2023-01-25,4.5,Cash
909,3985,Polo Shirt,110.0,2023-04-13,2.5,Cash
910,4079,Sun Hat,141.0,2022-12-11,1.6,Credit Card
911,3967,Loafers,110.0,2023-05-04,4.7,Cash
912,3992,Vest,66.0,2023-07-15,4.0,Cash
913,4098,Onesie,99.0,2023-07-19,1.7,Cash
